"Pour plus d'informations sur le contenu de ce fichier et notamment pour interpréter les codes remarques associés aux analyses, veuillez vous reporter au fichier de métadonnées.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Code BSS";"Nom Station";"Code paramètre";"Paramètre";"Unité";"AN";"ECART_TYPE";"NB";"MEDIANE";"PERCENTILE_10";"PERCENTILE_90";"MINI";"MAXI";"MOYENNE";"Code remarque";"NBNONQUANT";"CODE_FRACTANALY"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1866";"Chlordécone";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1866";"Chlordécone";"µg/L";"2017";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1868";"Clofentézine";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1868";"Clofentézine";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1868";"Clofentézine";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1868";"Clofentézine";"µg/L";"2015";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1868";"Clofentézine";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1868";"Clofentézine";"µg/L";"2017";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1868";"Clofentézine";"µg/L";"2018";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1868";"Clofentézine";"µg/L";"2019";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1869";"Dazomet";"µg/L";"2018";"0";"2";",1";",1";",1";",1";",1";",1";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1869";"Dazomet";"µg/L";"2019";"0";"4";",1";",1";",1";",1";",1";",1";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1870";"Dimefuron";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1870";"Dimefuron";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1870";"Dimefuron";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1870";"Dimefuron";"µg/L";"2017";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1870";"Dimefuron";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1870";"Dimefuron";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1871";"Diniconazole";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1871";"Diniconazole";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1871";"Diniconazole";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1871";"Diniconazole";"µg/L";"2017";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1871";"Diniconazole";"µg/L";"2018";"0";"2";",005";",005";",005";",005";",005";",005";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1871";"Diniconazole";"µg/L";"2019";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1874";"Ethiophencarbe";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1874";"Ethiophencarbe";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1874";"Ethiophencarbe";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1875";"Hexaflumuron";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1875";"Hexaflumuron";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1875";"Hexaflumuron";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1875";"Hexaflumuron";"µg/L";"2017";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1875";"Hexaflumuron";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1875";"Hexaflumuron";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1876";"Hexythiazox";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1876";"Hexythiazox";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1876";"Hexythiazox";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1876";"Hexythiazox";"µg/L";"2017";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1876";"Hexythiazox";"µg/L";"2018";"0";"2";",005";",005";",005";",005";",005";",005";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1876";"Hexythiazox";"µg/L";"2019";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1877";"Imidaclopride";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1877";"Imidaclopride";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1877";"Imidaclopride";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1877";"Imidaclopride";"µg/L";"2015";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1877";"Imidaclopride";"µg/L";"2016";"0";"3";",006";",006";",006";",006";",006";",006";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1877";"Imidaclopride";"µg/L";"2017";"0";"2";",006";",006";",006";",006";",006";",006";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1877";"Imidaclopride";"µg/L";"2018";"0";"2";",005";",005";",005";",005";",005";",005";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1877";"Imidaclopride";"µg/L";"2019";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1878";"Mepronil";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1878";"Mepronil";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1878";"Mepronil";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1879";"Metconazole";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1879";"Metconazole";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1879";"Metconazole";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1879";"Metconazole";"µg/L";"2015";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1879";"Metconazole";"µg/L";"2016";"0";"4";",006";",006";",006";",006";",006";",006";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1879";"Metconazole";"µg/L";"2017";"0";"3";",006";",006";",006";",006";",006";",006";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1879";"Metconazole";"µg/L";"2018";"0";"2";",002";",002";",002";",002";",002";",002";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1879";"Metconazole";"µg/L";"2019";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1881";"Myclobutanil";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1881";"Myclobutanil";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1881";"Myclobutanil";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1881";"Myclobutanil";"µg/L";"2015";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1881";"Myclobutanil";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1881";"Myclobutanil";"µg/L";"2017";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1881";"Myclobutanil";"µg/L";"2018";"0";"2";",005";",005";",005";",005";",005";",005";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1881";"Myclobutanil";"µg/L";"2019";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1882";"Nicosulfuron";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1882";"Nicosulfuron";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1882";"Nicosulfuron";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1882";"Nicosulfuron";"µg/L";"2015";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1882";"Nicosulfuron";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1882";"Nicosulfuron";"µg/L";"2017";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1882";"Nicosulfuron";"µg/L";"2018";"0";"2";",005";",005";",005";",005";",005";",005";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1882";"Nicosulfuron";"µg/L";"2019";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1883";"Nuarimol";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1883";"Nuarimol";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1883";"Nuarimol";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1886";"PCB 31";"µg/L";"2015";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1886";"PCB 31";"µg/L";"2016";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1886";"PCB 31";"µg/L";"2017";"0";"3";",01";",01";",01";",01";",01";",01";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1887";"Pencycuron";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1887";"Pencycuron";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1887";"Pencycuron";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1887";"Pencycuron";"µg/L";"2015";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1887";"Pencycuron";"µg/L";"2016";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1887";"Pencycuron";"µg/L";"2017";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1887";"Pencycuron";"µg/L";"2018";"0";"2";",005";",005";",005";",005";",005";",005";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1887";"Pencycuron";"µg/L";"2019";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1888";"Pentachlorobenzene";"µg/L";"2012";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1888";"Pentachlorobenzene";"µg/L";"2013";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1888";"Pentachlorobenzene";"µg/L";"2014";"0";"4";",002";",002";",002";",002";",002";",002";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1888";"Pentachlorobenzene";"µg/L";"2015";"0";"3";",005";",005";",005";",005";",005";",005";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1888";"Pentachlorobenzene";"µg/L";"2016";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1888";"Pentachlorobenzene";"µg/L";"2017";"0";"3";",005";",005";",005";",005";",005";",005";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1888";"Pentachlorobenzene";"µg/L";"2018";"0";"2";",001";",001";",001";",001";",001";",001";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1888";"Pentachlorobenzene";"µg/L";"2019";"0";"4";",001";",001";",001";",001";",001";",001";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1889";"Profenofos";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1889";"Profenofos";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1889";"Profenofos";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1890";"Pyridabène";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1890";"Pyridabène";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1890";"Pyridabène";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1890";"Pyridabène";"µg/L";"2018";"0";"2";",01";",01";",01";",01";",01";",01";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1890";"Pyridabène";"µg/L";"2019";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1891";"Quinalphos";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1891";"Quinalphos";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1891";"Quinalphos";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1892";"Rimsulfuron";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1892";"Rimsulfuron";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1892";"Rimsulfuron";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1892";"Rimsulfuron";"µg/L";"2015";"0";"1";",02";",02";",02";",02";",02";",02";"10";"1";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1892";"Rimsulfuron";"µg/L";"2016";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1892";"Rimsulfuron";"µg/L";"2017";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1892";"Rimsulfuron";"µg/L";"2018";"0";"2";",005";",005";",005";",005";",005";",005";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1892";"Rimsulfuron";"µg/L";"2019";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1894";"Sulfotep";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1894";"Sulfotep";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1894";"Sulfotep";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1895";"Tébufénozide";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1895";"Tébufénozide";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1895";"Tébufénozide";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1895";"Tébufénozide";"µg/L";"2018";"0";"2";",01";",01";",01";",01";",01";",01";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1895";"Tébufénozide";"µg/L";"2019";"0";"4";",01";",01";",01";",01";",01";",01";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1896";"Tebufenpyrad";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1896";"Tebufenpyrad";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1896";"Tebufenpyrad";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1896";"Tebufenpyrad";"µg/L";"2017";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1896";"Tebufenpyrad";"µg/L";"2018";"0";"2";",02";",02";",02";",02";",02";",02";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1896";"Tebufenpyrad";"µg/L";"2019";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1897";"Téflubenzuron";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1897";"Téflubenzuron";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1897";"Téflubenzuron";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1897";"Téflubenzuron";"µg/L";"2017";"0";"3";",02";",02";",02";",02";",02";",02";"10";"3";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1897";"Téflubenzuron";"µg/L";"2018";"0";"2";",005";",005";",005";",005";",005";",005";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1897";"Téflubenzuron";"µg/L";"2019";"0";"4";",005";",005";",005";",005";",005";",005";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1898";"Temephos";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1898";"Temephos";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1898";"Temephos";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1900";"Tétradifon";"µg/L";"2012";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1900";"Tétradifon";"µg/L";"2013";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1900";"Tétradifon";"µg/L";"2014";"0";"4";",02";",02";",02";",02";",02";",02";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1900";"Tétradifon";"µg/L";"2015";"0";"2";",05";",05";",05";",05";",05";",05";"10";"2";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1900";"Tétradifon";"µg/L";"2016";"0";"4";",05";",05";",05";",05";",05";",05";"10";"4";"23"
"01938X0149";"Buttes-témoin de Calc. Dogg. à LOISY";"1900";"Tétradifon";"µg/L";"2017";"0";"2";",05";",05";",05";",05";",05";",05";"10";"2";"23"
